"No.","Time","Source","Destination","Protocol","Length","Info"
"184","59.181241101","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"185","59.182150219","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x6c73 A mobile.events.data.microsoft.com"
"186","59.182363385","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x47bb HTTPS mobile.events.data.microsoft.com"
"187","59.290783083","192.168.153.128","192.168.153.1","DNS","79","Standard query 0x8fa5 A main.vscode-cdn.net"
"188","59.538317972","192.168.153.128","192.168.153.1","DNS","86","Standard query 0xc16c A api.github.com.localdomain"
"189","59.554125376","192.168.153.128","192.168.153.1","DNS","74","Standard query 0xff87 A api.github.com"
"190","59.554690780","192.168.153.128","192.168.153.1","DNS","74","Standard query 0xc9ef HTTPS api.github.com"
"191","59.722531374","192.168.153.128","192.168.153.1","DNS","80","Standard query 0x4421 A education.github.com"
"192","59.722771696","192.168.153.128","192.168.153.1","DNS","80","Standard query 0x4282 HTTPS education.github.com"
"193","59.988029440","192.168.153.128","192.168.153.1","DNS","74","Standard query 0x93c0 A api.github.com"
"194","59.988361656","192.168.153.128","192.168.153.1","DNS","74","Standard query 0xca64 HTTPS api.github.com"
"195","60.139813535","192.168.153.128","192.168.153.1","DNS","88","Standard query 0xfca4 A update.code.visualstudio.com"
"196","60.172024692","192.168.153.128","192.168.153.1","DNS","88","Standard query 0x8be8 A update.code.visualstudio.com"
"197","60.649013496","192.168.153.128","192.168.153.1","DNS","99","Standard query 0x1b28 A copilot-telemetry.githubusercontent.com"
"198","60.649136443","192.168.153.128","192.168.153.1","DNS","99","Standard query 0x5523 AAAA copilot-telemetry.githubusercontent.com"
"199","60.715149678","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xead3 A education.github.com.localdomain"
"200","60.739711363","192.168.153.128","192.168.153.1","DNS","80","Standard query 0x7c6a A education.github.com"
"201","60.739980605","192.168.153.128","192.168.153.1","DNS","80","Standard query 0x5dc8 HTTPS education.github.com"
"202","60.977438844","192.168.153.128","192.168.153.1","DNS","86","Standard query 0xdadd A api.github.com.localdomain"
"203","61.000612283","192.168.153.128","192.168.153.1","DNS","74","Standard query 0x4a09 A api.github.com"
"204","61.000866517","192.168.153.128","192.168.153.1","DNS","74","Standard query 0x7ca0 HTTPS api.github.com"
"205","61.120616624","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x8c34 A mobile.events.data.microsoft.com"
"206","61.203483340","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x1f2a A mobile.events.data.microsoft.com"
"207","61.291649582","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"208","61.511841310","192.168.153.128","192.168.153.1","DNS","74","Standard query 0xffa2 A api.github.com"
"209","61.512197461","192.168.153.128","192.168.153.1","DNS","74","Standard query 0xb2a6 AAAA api.github.com"
"210","61.525157182","192.168.153.128","192.168.153.1","DNS","74","Standard query 0x8fa7 A api.github.com"
"211","61.588129165","192.168.153.128","192.168.153.1","DNS","74","Standard query 0xea00 A api.github.com"
"212","61.740619854","192.168.153.128","192.168.153.1","DNS","100","Standard query 0x820b A marketplace.visualstudio.com.localdomain"
"213","62.695034728","192.168.153.128","192.168.153.1","DNS","80","Standard query 0x1ed9 A education.github.com"
"214","62.757816273","VMware_96:a6:89","VMware_c0:00:01","ARP","42","Who has 192.168.153.1? Tell 192.168.153.128"
"215","62.758714990","VMware_c0:00:01","VMware_96:a6:89","ARP","60","192.168.153.1 is at 00:50:56:c0:00:01"
"216","62.758851449","192.168.153.128","192.168.153.1","DNS","100","Standard query 0xa1f0 A marketplace.visualstudio.com.localdomain"
"217","62.774378761","192.168.153.128","192.168.153.1","DNS","80","Standard query 0xa811 A education.github.com"
"218","62.958073106","192.168.153.128","192.168.153.1","DNS","74","Standard query 0x730d A api.github.com"
"219","63.023485912","192.168.153.128","192.168.153.1","DNS","74","Standard query 0xfd7d A api.github.com"
"220","63.179428540","192.168.153.128","192.168.153.1","DNS","101","Standard query 0x9848 A avatars.githubusercontent.com.localdomain"
"221","63.240660436","192.168.153.128","192.168.153.1","DNS","91","Standard query 0x2f4d A default.exp-tas.com.localdomain"
"222","63.276257705","192.168.153.128","192.168.153.1","DNS","79","Standard query 0xd432 A default.exp-tas.com"
"223","63.276842743","192.168.153.128","192.168.153.1","DNS","89","Standard query 0x8a86 A avatars.githubusercontent.com"
"224","63.410967400","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"225","64.274260539","192.168.153.128","192.168.153.1","DNS","89","Standard query 0x64ab A avatars.githubusercontent.com"
"226","64.274544724","192.168.153.128","192.168.153.1","DNS","79","Standard query 0xc975 A default.exp-tas.com"
"227","64.304676709","192.168.153.128","192.168.153.1","DNS","91","Standard query 0x0199 A main.vscode-cdn.net.localdomain"
"228","64.737336297","192.168.153.128","192.168.153.1","DNS","88","Standard query 0xef77 A marketplace.visualstudio.com"
"229","65.145191087","192.168.153.128","192.168.153.1","DNS","100","Standard query 0x715a A update.code.visualstudio.com.localdomain"
"230","65.184376287","192.168.153.128","192.168.153.1","DNS","88","Standard query 0x8be8 A update.code.visualstudio.com"
"231","65.534540596","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"232","65.660735473","192.168.153.128","192.168.153.1","DNS","111","Standard query 0x198e A copilot-telemetry.githubusercontent.com.localdomain"
"233","65.660837321","192.168.153.128","192.168.153.1","DNS","111","Standard query 0x52b5 AAAA copilot-telemetry.githubusercontent.com.localdomain"
"234","66.138848098","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x25dd A mobile.events.data.microsoft.com.localdomain"
"235","66.186258737","192.168.153.128","192.168.153.1","DNS","88","Standard query 0xf4ba A update.code.visualstudio.com"
"236","66.209426599","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x1f2a A mobile.events.data.microsoft.com"
"237","66.527619916","192.168.153.128","192.168.153.1","DNS","86","Standard query 0xef52 A api.github.com.localdomain"
"238","66.527802061","192.168.153.128","192.168.153.1","DNS","86","Standard query 0x6f55 AAAA api.github.com.localdomain"
"239","66.528673649","192.168.153.128","192.168.153.1","DNS","86","Standard query 0xf39c A api.github.com.localdomain"
"240","66.596380623","192.168.153.128","192.168.153.1","DNS","74","Standard query 0xea00 A api.github.com"
"241","66.745251212","192.168.153.128","192.168.153.1","DNS","88","Standard query 0x0205 A marketplace.visualstudio.com"
"242","66.745563004","192.168.153.128","192.168.153.1","DNS","88","Standard query 0xdc1b HTTPS marketplace.visualstudio.com"
"243","67.206222260","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x8186 A mobile.events.data.microsoft.com"
"244","67.592481852","192.168.153.128","192.168.153.1","DNS","74","Standard query 0xe145 A api.github.com"
"245","67.700845829","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xcf48 A education.github.com.localdomain"
"246","67.762847378","192.168.153.128","192.168.153.1","DNS","88","Standard query 0x9581 A marketplace.visualstudio.com"
"247","67.763192831","192.168.153.128","192.168.153.1","DNS","88","Standard query 0xe4ab HTTPS marketplace.visualstudio.com"
"248","67.778297754","192.168.153.128","192.168.153.1","DNS","100","Standard query 0xa1f0 A marketplace.visualstudio.com.localdomain"
"249","67.778646444","192.168.153.128","192.168.153.1","DNS","80","Standard query 0xa811 A education.github.com"
"250","67.961674424","192.168.153.128","192.168.153.1","DNS","86","Standard query 0x0688 A api.github.com.localdomain"
"251","68.029388565","192.168.153.128","192.168.153.1","DNS","74","Standard query 0xfd7d A api.github.com"
"252","68.192796974","192.168.153.128","192.168.153.1","DNS","101","Standard query 0x9848 A avatars.githubusercontent.com.localdomain"
"253","68.254364523","192.168.153.128","192.168.153.1","DNS","91","Standard query 0x2f4d A default.exp-tas.com.localdomain"
"254","68.284608833","192.168.153.128","192.168.153.1","DNS","101","Standard query 0xec12 A avatars.githubusercontent.com.localdomain"
"255","68.284848431","192.168.153.128","192.168.153.1","DNS","91","Standard query 0xf719 A default.exp-tas.com.localdomain"
"256","68.776235749","192.168.153.128","192.168.153.1","DNS","80","Standard query 0xdf04 A education.github.com"
"257","69.036377690","192.168.153.128","192.168.153.1","DNS","74","Standard query 0xd111 A api.github.com"
"258","69.284820551","192.168.153.128","192.168.153.1","DNS","89","Standard query 0x64ab A avatars.githubusercontent.com"
"259","69.285017400","192.168.153.128","192.168.153.1","DNS","79","Standard query 0xc975 A default.exp-tas.com"
"260","69.315659694","192.168.153.128","192.168.153.1","DNS","91","Standard query 0x0199 A main.vscode-cdn.net.localdomain"
"261","69.746020385","192.168.153.128","192.168.153.1","DNS","88","Standard query 0xef77 A marketplace.visualstudio.com"
"262","69.792943730","192.168.153.128","192.168.153.1","DNS","88","Standard query 0x4701 A marketplace.visualstudio.com"
"263","70.161692451","192.168.153.128","192.168.153.1","DNS","100","Standard query 0x715a A update.code.visualstudio.com.localdomain"
"264","70.191659675","192.168.153.128","192.168.153.1","DNS","100","Standard query 0xc6d0 A update.code.visualstudio.com.localdomain"
"265","70.276727992","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"266","70.670348020","192.168.153.128","192.168.153.1","DNS","111","Standard query 0x198e A copilot-telemetry.githubusercontent.com.localdomain"
"267","70.670574904","192.168.153.128","192.168.153.1","DNS","111","Standard query 0x52b5 AAAA copilot-telemetry.githubusercontent.com.localdomain"
"268","71.147497151","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x25dd A mobile.events.data.microsoft.com.localdomain"
"269","71.194310219","192.168.153.128","192.168.153.1","DNS","88","Standard query 0xf4ba A update.code.visualstudio.com"
"270","71.213083098","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x4e71 A mobile.events.data.microsoft.com.localdomain"
"271","71.536589572","192.168.153.128","192.168.153.1","DNS","86","Standard query 0xf39c A api.github.com.localdomain"
"272","71.536765419","192.168.153.128","192.168.153.1","DNS","86","Standard query 0xef52 A api.github.com.localdomain"
"273","71.536771298","192.168.153.128","192.168.153.1","DNS","86","Standard query 0x6f55 AAAA api.github.com.localdomain"
"274","71.601254341","192.168.153.128","192.168.153.1","DNS","86","Standard query 0x17d8 A api.github.com.localdomain"
"275","72.221462982","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x8186 A mobile.events.data.microsoft.com"
"276","72.596948709","192.168.153.128","192.168.153.1","DNS","74","Standard query 0xe145 A api.github.com"
"277","72.719246623","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xcf48 A education.github.com.localdomain"
"278","72.781875871","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x343d A education.github.com.localdomain"
"279","72.967391750","192.168.153.128","192.168.153.1","DNS","86","Standard query 0x0688 A api.github.com.localdomain"
"280","73.045304361","192.168.153.128","192.168.153.1","DNS","86","Standard query 0x7a30 A api.github.com.localdomain"
"281","73.289877904","192.168.153.128","192.168.153.1","DNS","91","Standard query 0xf719 A default.exp-tas.com.localdomain"
"282","73.292417974","192.168.153.128","192.168.153.1","DNS","101","Standard query 0xec12 A avatars.githubusercontent.com.localdomain"
"283","73.791629476","192.168.153.128","192.168.153.1","DNS","80","Standard query 0xdf04 A education.github.com"
"284","74.055465920","192.168.153.128","192.168.153.1","DNS","74","Standard query 0xd111 A api.github.com"
"285","74.288541373","192.168.153.128","192.168.153.1","DNS","101","Standard query 0xbee0 A avatars.githubusercontent.com.localdomain"
"286","74.302738833","192.168.153.128","192.168.153.1","DNS","91","Standard query 0x7036 A default.exp-tas.com.localdomain"
"287","74.757345234","192.168.153.128","192.168.153.1","DNS","100","Standard query 0xd1d8 A marketplace.visualstudio.com.localdomain"
"288","74.802550247","192.168.153.128","192.168.153.1","DNS","88","Standard query 0x4701 A marketplace.visualstudio.com"
"289","75.206799278","192.168.153.128","192.168.153.1","DNS","100","Standard query 0xc6d0 A update.code.visualstudio.com.localdomain"
"290","75.274879922","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"291","75.689150754","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x1045 A mobile.events.data.microsoft.com"
"292","75.689291750","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x0b4e AAAA mobile.events.data.microsoft.com"
"293","75.798120068","192.168.153.128","192.168.153.1","DNS","88","Standard query 0x43e8 A marketplace.visualstudio.com"
"294","76.196428485","192.168.153.128","192.168.153.1","DNS","100","Standard query 0x705d A update.code.visualstudio.com.localdomain"
"295","76.217163569","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x4e71 A mobile.events.data.microsoft.com.localdomain"
"296","76.274529311","192.168.153.128","192.168.153.1","DNS","89","Standard query 0xb599 A avatars.githubusercontent.com"
"297","76.274579814","192.168.153.128","192.168.153.1","DNS","79","Standard query 0x9a75 A default.exp-tas.com"
"298","76.544552635","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x818a A mobile.events.data.microsoft.com"
"299","76.544617978","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x4d96 AAAA mobile.events.data.microsoft.com"
"300","76.604625897","192.168.153.128","192.168.153.1","DNS","86","Standard query 0x17d8 A api.github.com.localdomain"
"301","77.224376573","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xad5f A mobile.events.data.microsoft.com.localdomain"
"302","77.600287642","192.168.153.128","192.168.153.1","DNS","86","Standard query 0x368a A api.github.com.localdomain"
"303","77.787026663","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x343d A education.github.com.localdomain"
"304","78.048278215","192.168.153.128","192.168.153.1","DNS","86","Standard query 0x7a30 A api.github.com.localdomain"
"305","78.188681819","192.168.153.128","192.168.153.1","DNS","88","Standard query 0x5dfa A update.code.visualstudio.com"
"306","78.341337673","192.168.153.128","192.168.153.1","DNS","80","Standard query 0xe406 A www.vscode-unpkg.net"
"307","78.341524116","192.168.153.128","192.168.153.1","DNS","80","Standard query 0x98f5 HTTPS www.vscode-unpkg.net"
"308","78.800553802","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xc8e2 A education.github.com.localdomain"
"309","79.060453419","192.168.153.128","192.168.153.1","DNS","86","Standard query 0xe39c A api.github.com.localdomain"
"310","79.206496812","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xeea2 A mobile.events.data.microsoft.com"
"311","79.292236753","192.168.153.128","192.168.153.1","DNS","101","Standard query 0xbee0 A avatars.githubusercontent.com.localdomain"
"312","79.305179805","192.168.153.128","192.168.153.1","DNS","91","Standard query 0x7036 A default.exp-tas.com.localdomain"
"313","79.352407305","192.168.153.128","192.168.153.1","DNS","80","Standard query 0x3d57 A www.vscode-unpkg.net"
"314","79.352572569","192.168.153.128","192.168.153.1","DNS","80","Standard query 0x83f0 HTTPS www.vscode-unpkg.net"
"315","79.599699620","192.168.153.128","192.168.153.1","DNS","74","Standard query 0x71cd A api.github.com"
"316","79.760521387","192.168.153.128","192.168.153.1","DNS","100","Standard query 0xd1d8 A marketplace.visualstudio.com.localdomain"
"317","79.804277552","192.168.153.128","192.168.153.1","DNS","100","Standard query 0xd1ed A marketplace.visualstudio.com.localdomain"
"318","80.208681522","192.168.153.128","192.168.153.1","DNS","88","Standard query 0x17b1 A update.code.visualstudio.com"
"319","80.208887751","192.168.153.128","192.168.153.1","DNS","88","Standard query 0x797b HTTPS update.code.visualstudio.com"
"320","80.260758326","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"321","80.692849662","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x1045 A mobile.events.data.microsoft.com"
"322","80.692918926","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x0b4e AAAA mobile.events.data.microsoft.com"
"323","80.776540770","192.168.153.128","192.168.153.1","DNS","80","Standard query 0xaae0 A education.github.com"
"324","80.800714194","192.168.153.128","192.168.153.1","DNS","88","Standard query 0x43e8 A marketplace.visualstudio.com"
"325","81.039592671","192.168.153.128","192.168.153.1","DNS","74","Standard query 0x7bbf A api.github.com"
"326","81.203743034","192.168.153.128","192.168.153.1","DNS","100","Standard query 0x705d A update.code.visualstudio.com.localdomain"
"327","81.219508455","192.168.153.128","192.168.153.1","DNS","88","Standard query 0x0142 A update.code.visualstudio.com"
"328","81.219854754","192.168.153.128","192.168.153.1","DNS","88","Standard query 0xf91a HTTPS update.code.visualstudio.com"
"329","81.280203279","192.168.153.128","192.168.153.1","DNS","89","Standard query 0xb599 A avatars.githubusercontent.com"
"330","81.280431248","192.168.153.128","192.168.153.1","DNS","79","Standard query 0x9a75 A default.exp-tas.com"
"331","81.376367261","192.168.153.128","192.168.153.1","DNS","80","Standard query 0x8f99 A www.vscode-unpkg.net"
"332","81.443133973","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xf565 A mobile.events.data.microsoft.com"
